"Course","LessonId","SectionType","SectionTitle","ContentLength","Content"
"csharp","lesson-09-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-09-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-09-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-09-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-09-06","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-10-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-10-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-10-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-10-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-11-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-11-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-11-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-11-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-11-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-11-06","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-12-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-12-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-12-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-12-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-12-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-12-06","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-12-07","EXAMPLE","Code Example","42","This example demonstrates Compiled Models."
"csharp","lesson-12-08","EXAMPLE","Code Example","38","This example demonstrates HybridCache."
"csharp","lesson-13-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-13-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-13-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-13-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-13-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-13-06","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-13-07","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-14-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-14-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-14-03","EXAMPLE","Code Example","48","This example demonstrates .NET Aspire in action."
"csharp","lesson-14-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-14-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-14-06","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-15-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-15-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-15-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-16-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-16-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-16-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-16-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-16-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-17-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-17-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-17-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-17-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-17-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-18-01","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-18-02","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-18-03","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-18-04","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"csharp","lesson-18-05","EXAMPLE","Code Example","49","This example demonstrates the concepts in action."
"flutter","0.5","ANALOGY","Problem 9: Pod Install Fails (iOS/Mac)","37","
### Error message:

### Solution:


"
"flutter","0.5","ANALOGY","Problem 10: ""Version Solving Failed""","37","
### Error message:

### Solution:


"
"flutter","0.5","THEORY","The Nuclear Option: Complete Reset","39","
If nothing else works, start fresh:


"
"flutter","1.6","THEORY","Accessing Map Values","33","
Use the key to get the value:


"
"flutter","1.6","THEORY","Looping Through Maps","39","

**Output**:

**Or using entries**:


"
"flutter","1.7","THEORY","Full Game with All Features","42","
Here's the complete, polished version:


"
"flutter","2.3","THEORY","Text Alignment","33","
Use the `textAlign` property:


"
"flutter","2.4","THEORY","Circular Images","44","
Use `CircleAvatar`:


Or use `ClipOval`:


"
"flutter","2.4","THEORY","Loading Indicator","45","
Show a loading spinner while image loads:


"
"flutter","2.4","THEORY","Error Handling","36","
What if the image fails to load?


"
"flutter","2.5","THEORY","Container with a Child","38","
Containers can hold other widgets:


"
"flutter","2.5","THEORY","Width and Height","22","

**Special sizes**:

"
"flutter","2.5","THEORY","Rounded Corners","31","

**Different corner radii**:

"
"flutter","2.6","THEORY","Combining Column and Row","35","
This is where it gets powerful!


"
"flutter","2.6","THEORY","Spacing Between Children","32","
### Using SizedBox


For Row:

"
"flutter","2.8","THEORY","The Final Result","43","
Your app will look something like this:


"
"flutter","2.8","THEORY","Step 1: Create the Project","48","

Open `lib/main.dart` and let's start coding!

"
"flutter","2.8","THEORY","Step 7: Use Contact Cards","38","
In your Column, after the divider:


"
"flutter","3.1","THEORY","ListView.separated - With Dividers","31","
Add dividers between items:


"
"flutter","3.1","THEORY","Horizontal ListView","38","
Lists can scroll horizontally too:


"
"flutter","3.2","EXAMPLE","Your First GridView","28","

Creates a 2-column grid!

"
"flutter","3.4","THEORY","MediaQuery - Screen Information","27","
Get device screen info:


"
"flutter","3.5","THEORY","Passing Callbacks","29","
Make widgets interactive:


"
"flutter","3.5","THEORY","Widget Organization","48","
**Project structure:**


**Import and use:**


"
"flutter","3.6","THEORY","Horizontal Scrolling","50","

**Use case**: Image galleries, category chips.

"
"flutter","3.6","THEORY","PageView - Swipeable Pages","47","
Like Instagram stories:


Swipe to navigate!

"
"flutter","3.6","THEORY","NestedScrollView","25","
Scroll a header away:


"
"flutter","4.1","THEORY","Styling Buttons","47","
### Colors


### Size


### Rounded Corners


"
"flutter","4.1","THEORY","InkWell - Make Anything Clickable","34","
Turn ANY widget into a button:


"
"flutter","4.2","THEORY","Reading TextField Value","36","
Use a **TextEditingController**:


"
"flutter","4.3","THEORY","The GestureDetector Widget","47","
Wrap ANY widget to make it detect gestures:


"
"flutter","4.3","EXAMPLE","Double Tap Example (Like Button)","43","

**Instagram-style double-tap to like!**

"
"flutter","4.3","THEORY","Swipe to Dismiss","45","

**Swipe left to delete - like iOS Mail!**

"
"flutter","4.3","THEORY","Haptic Feedback","39","
Add tactile feedback for better UX:


"
"flutter","5.2","THEORY","Multiple Providers Pattern","42","
Real apps need multiple state objects:


"
"flutter","5.2","THEORY","FutureProvider for Async Data","34","
Load data once and provide it:


"
"flutter","5.3","THEORY","Installation","26","

Run: `flutter pub get`

"
"flutter","5.3","THEORY","Reading State","39","
**Provider way:**

**Riverpod way:**

"
"flutter","5.4","THEORY","Combining Providers","40","
Providers can watch OTHER providers!


"
"flutter","6.1","THEORY","Passing Data to New Screen","30","
Pass data via constructor:


"
"flutter","6.1","THEORY","Custom Page Transitions","34","
Change how screens transition:


"
"flutter","6.2","THEORY","onGenerateRoute (Advanced)","39","
For dynamic routes or custom logic:


"
"flutter","6.2","THEORY","onUnknownRoute (404 Handler)","37","
Handle invalid routes gracefully:


"
"flutter","6.3","THEORY","Installation","26","

Run: `flutter pub get`

"
"flutter","6.3","THEORY","Nested Navigation (Sub-routes)","24","
Create child routes:


"
"flutter","6.3","THEORY","Introduction","50","**Next up is: Module 6, Lesson 4: Deep Linking**

"
"flutter","6.4","THEORY","Installation","26","

Run: `flutter pub get`

"
"flutter","6.5","THEORY","Adding Badges (Notification Counts)","26","

**Conditional badge:**

"
"flutter","6.5","THEORY","Customizing Appearance","49","
### Colors

### Height

### Animation Duration

"
"flutter","6.6","THEORY","Anatomy of Tabs","26","
### Tab Widget Options


"
"flutter","6.8","EXAMPLE","Conditional Back Navigation","38","
Allow back only when form is saved:

"
"flutter","6.9","THEORY","Testing Deep Links","43","
### Android (ADB):

### iOS (Simulator):

"
"flutter","7.1","THEORY","Installation","26","

Run: `flutter pub get`

"
"flutter","7.3","THEORY","Custom Loading Indicators","44","
### Shimmer Effect


### Skeleton Screen


"
"flutter","7.5","EXPERIMENT","Automatic Retry Logic","48","
Dio can automatically retry failed requests:


"
"flutter","7.5","THEORY","Error Handling with Dio","48","
Dio provides better error types than `http`:


"
"flutter","7.7","THEORY","Part 1: Picking Images (image_picker)","47","
### Basic Image Picker


### Usage Example:


"
"flutter","7.7","THEORY","Part 3: Uploading Files with Dio","45","
### Upload Service with Progress Tracking


"
"flutter","7.8","THEORY","Step 1: Setup and Dependencies","26","
### pubspec.yaml


Run:

"
"flutter","7.8","THEORY","Step 6: Create Reusable Widgets","48","
### Post Card Widget


### Error View Widget


"
"flutter","8.1","THEORY","Step 3: Install FlutterFire CLI","28","

### Verify Installation:

"
"flutter","8.1","THEORY","Step 6: Add Firebase Packages","39","
Edit your `pubspec.yaml`:


**Run:**

"
"flutter","8.1","THEORY","Step 7: Initialize Firebase in Your App","31","
### Update `lib/main.dart`:


"
"flutter","8.2","THEORY","Introduction","26","### Create Auth Service


"
"flutter","8.2","THEORY","Introduction","29","### Create Register Screen


"
"flutter","8.2","THEORY","Introduction","26","### Create Login Screen


"
"flutter","8.2","THEORY","Introduction","36","### Create Forgot Password Screen


"
"flutter","8.2","THEORY","Introduction","37","### Create Home Screen with Logout


"
"flutter","8.2","THEORY","Introduction","39","### Update main.dart with Auth State


"
"flutter","8.2","THEORY","Introduction","45","### Update Auth Service for Google Sign-In


"
"flutter","8.3","THEORY","CRUD Operations (Create, Read, Update, Delete)","28","
### Create a Model Class


"
"flutter","8.3","THEORY","Introduction","31","### Create Firestore Service


"
"flutter","8.3","THEORY","Building a Task Manager App","39","
### Tasks Screen with StreamBuilder


"
"flutter","8.3","THEORY","Introduction","22","### Add Task Screen


"
"flutter","8.4","THEORY","Basic Storage Operations","30","
### Create Storage Service


"
"flutter","8.4","EXAMPLE","Complete Example: Image Upload App","37","
### Profile Picture Upload Screen


"
"flutter","8.5","THEORY","Part 1: Firestore Security Rules","49","
### Basic Structure


### The Four Operations


"
"flutter","8.7","THEORY","Part 1: Firebase Cloud Messaging (FCM)","35","
### How Push Notifications Work


"
"flutter","8.8","THEORY","Step 1: Setup & Dependencies","26","
### pubspec.yaml


Run:

"
"flutter","8.8","THEORY","Step 2: Complete Data Models","35","
### User Model


### Post Model


"
"flutter","9.4","THEORY","Setting Up","46","
### 1. Add Dependencies

**pubspec.yaml:**


"
"flutter","9.4","THEORY","Database Migrations","49","
When you need to change your database schema:


"
"flutter","9.5","THEORY","Basic Google Maps Integration","26","
### Simple Map Display


"
"flutter","9.5","THEORY","Adding Markers","28","

### Custom Marker Icons


"
"flutter","9.5","THEORY","Geocoding (Address ? Coordinates)","22","

**Usage Example:**

"
"flutter","9.8","THEORY","Step 1: Dependencies","26","
**pubspec.yaml:**

Run:

"
"flutter","9.8","THEORY","Step 3: Database Service (SQLite)","42","
**lib/services/database_service.dart:**

"
"flutter","9.8","THEORY","Step 4: Main App Setup","21","
**lib/main.dart:**

"
"flutter","9.8","THEORY","Step 5: Home Screen with Step Counter","36","
**lib/screens/home_screen.dart:**

"
"flutter","10.3","EXAMPLE","Complete Example: Todo App","40","
**test/widgets/todo_list_test.dart:**

"
"flutter","10.4","THEORY","Stubbing Methods","30","
### Different Ways to Stub


"
"flutter","10.4","THEORY","Verification","30","
### Verifying Method Calls


"
"flutter","10.4","THEORY","Mocking HTTP Calls","36","
### Using Mocktail with Dio/HTTP


"
"flutter","13.1","EXAMPLE","Provider vs Riverpod Comparison","32","
**Provider (what you know):**

"
"flutter","13.1","EXAMPLE","Riverpod Equivalent","26","
**Riverpod (cleaner):**

"
"flutter","13.2","EXAMPLE","Provider Types","1","
"
"flutter","13.3","EXAMPLE","Building a Todo Notifier","1","
"
"flutter","13.3","EXAMPLE","Using the Notifier","1","
"
"flutter","13.4","EXAMPLE","Generated Providers","1","
"
"flutter","13.5","EXAMPLE","Using .when()","1","
"
"flutter","13.5","EXAMPLE","Pattern Matching Alternative","1","
"
"flutter","13.6","EXAMPLE","Before Hooks (StatefulWidget)","1","
"
"flutter","13.6","EXAMPLE","After Hooks (HookWidget)","1","
"
"flutter","13.8","EXAMPLE","Project Structure","1","
"
"flutter","13.8","EXAMPLE","Core Providers","1","
"
"flutter","14.2","EXAMPLE","Build Commands Reference","1","
"
"flutter","14.3","EXAMPLE","Platform Detection in Dart","1","
"
"flutter","14.4","EXAMPLE","Image Optimization","1","
"
"flutter","14.5","EXAMPLE","Offline Support Basics","1","
"
"flutter","14.7","EXAMPLE","Adding PWA Features","1","
"
"flutter","15.1","EXAMPLE","Sync Strategies Overview","49","
Different apps need different sync strategies:

"
"flutter","15.2","EXAMPLE","Installation","49","
Add these dependencies to your `pubspec.yaml`:

"
"flutter","15.2","EXAMPLE","Table Definitions","47","
Define your database tables as Dart classes:

"
"flutter","15.3","EXAMPLE","Creating a DAO","1","
"
"flutter","15.3","EXAMPLE","Joins and Relations","31","
Query across related tables:

"
"flutter","15.4","EXAMPLE","MigrationStrategy","1","
"
"flutter","15.4","EXAMPLE","Common Migration Patterns","1","
"
"flutter","15.5","EXAMPLE","Installation and Setup","1","
"
"flutter","15.5","EXAMPLE","Opening the Database","1","
"
"flutter","15.5","EXAMPLE","CRUD Operations","1","
"
"flutter","15.6","EXAMPLE","Query Performance","1","
"
"flutter","15.6","EXAMPLE","Filtering and Sorting","1","
"
"flutter","15.7","EXAMPLE","Conflict Resolution Strategies","1","
"
"flutter","15.7","EXAMPLE","Queue-Based Sync","39","
Track local changes in a sync queue:

"
"flutter","15.7","EXAMPLE","Network Connectivity Detection","1","
"
"flutter","15.7","EXAMPLE","Complete Sync Service","1","
"
"flutter","15.8","EXAMPLE","Database Design","1","
"
"flutter","15.8","EXAMPLE","UI Implementation","1","
"
"flutter","15.8","EXAMPLE","Sync Implementation","1","
"
"java","epoch-9-lesson-3","THEORY","Connect to PostgreSQL","33","psql -U postgres
(Enter password)"
"java","epoch-9-lesson-3","THEORY","Create database","28","CREATE DATABASE taskmanager;"
"java","epoch-9-lesson-3","THEORY","Create user","50","CREATE USER taskuser WITH PASSWORD 'yourpassword';"
"java","epoch-9-lesson-9","THEORY","Step 1: Create Production-Ready Dockerfile","36","Create: Dockerfile (in project root)"
"java","epoch-9-lesson-9","THEORY","Copy Maven wrapper and pom.xml first (for layer caching)","37","COPY .mvn/ .mvn/
COPY mvnw pom.xml ./"
"java","epoch-9-lesson-9","THEORY","Download dependencies (cached if pom.xml unchanged)","32","RUN ./mvnw dependency:go-offline"
"java","epoch-9-lesson-9","THEORY","Copy source code","14","COPY src ./src"
"java","epoch-9-lesson-9","THEORY","Build application","36","RUN ./mvnw clean package -DskipTests"
"java","epoch-9-lesson-9","THEORY","Production stage - smaller image","47","FROM eclipse-temurin:23-jre-alpine
WORKDIR /app"
"java","epoch-9-lesson-9","THEORY","Copy JAR from builder","45","COPY --from=builder /app/target/*.jar app.jar"
"java","epoch-9-lesson-9","THEORY","Expose port","11","EXPOSE 8080"
"java","epoch-9-lesson-9","KEY_POINT","Step 3: Environment Variables for Production","38","Create: .env (NEVER commit this file!)"
"java","epoch-9-lesson-9","THEORY","Step 4: Deploy with Docker Compose","14","BUILD AND RUN:"
"java","epoch-9-lesson-9","THEORY","Build the Docker image","20","docker compose build"
"java","epoch-9-lesson-9","THEORY","Start all services (app + database)","20","docker compose up -d"
"java","epoch-9-lesson-9","THEORY","View logs","26","docker compose logs -f app"
"javascript","17.2","EXAMPLE","All Import Attribute Syntaxes","42","Master every way to use import attributes:"
"javascript","17.5","EXAMPLE","Practical Decorators","37","Common real-world decorator patterns:"
"javascript","18.3","EXAMPLE","The $ Tagged Template","34","Run shell commands with the $ tag:"
"javascript","18.4","EXAMPLE","Basic Bundling","39","Bundle your app with one function call:"
"javascript","18.5","EXAMPLE","Calling C Functions","46","Load and call functions from shared libraries:"
"javascript","18.5","EXAMPLE","Custom Native Libraries","26","Call your own Rust/C code:"
"kotlin","1.2","THEORY","Solution 3: Age Calculator","27","

**Sample Output**:

---

"
"kotlin","1.3","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","1.3","THEORY","Solution 1","7","

---

"
"kotlin","1.4","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","1.4","THEORY","Solution 1: Temperature Converter Functions","27","

**Sample Output**:

---

"
"kotlin","1.4","THEORY","Solution 2: BMI Calculator with Functions","27","

**Sample Output**:

---

"
"kotlin","1.4","THEORY","Solution 3: Simple Banking Functions","27","

**Sample Output**:

---

"
"kotlin","1.5","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","1.5","THEORY","Solution 1: Student Grade Manager","27","

**Sample Output**:

---

"
"kotlin","1.5","THEORY","Solution 2: Shopping Cart with Unique Items","27","

**Sample Output**:

---

"
"kotlin","1.5","THEORY","Solution 3: Word Frequency Counter","24","

**Sample Run**:

---

"
"kotlin","1.6","THEORY","Introduction","37","**Estimated Time**: 55 minutes

---

"
"kotlin","1.6","THEORY","Solution 1: Safe User Profile Display","27","

**Sample Output**:

---

"
"kotlin","1.6","THEORY","Solution 2: String Processor with Null Safety","27","

**Sample Output**:

---

"
"kotlin","1.6","THEORY","Solution 3: Safe Config Reader","27","

**Sample Output**:

---

"
"kotlin","1.7","THEORY","Introduction","37","**Estimated Time**: 90 minutes

---

"
"kotlin","1.7","THEORY","Complete Solution","48","
Here's the full calculator application:


---

"
"kotlin","1.7","THEORY","Sample Output","7","

---

"
"kotlin","1.9","THEORY","Complete Solution","42","
Here's the full, working program:


---

"
"kotlin","3.1","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","3.1","THEORY","Solution: Student Class","20","

**Output**:

---

"
"kotlin","3.1","THEORY","Solution: Rectangle Class","20","

**Output**:

---

"
"kotlin","3.1","THEORY","Solution: BankAccount Class","20","

**Output**:

---

"
"kotlin","3.2","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","3.2","THEORY","Solution: Temperature Converter","7","

---

"
"kotlin","3.2","THEORY","Solution: Shopping Cart","20","

**Output**:

---

"
"kotlin","3.2","THEORY","Solution: User Profile","20","

**Output**:

---

"
"kotlin","3.3","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","3.3","THEORY","Solution: Employee Hierarchy","7","

---

"
"kotlin","3.3","THEORY","Solution: Shape Hierarchy","7","

---

"
"kotlin","3.3","THEORY","Solution: Bank Account Hierarchy","7","

---

"
"kotlin","3.4","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","3.4","EXAMPLE","Real-World Example: E-Commerce System","7","

---

"
"kotlin","3.4","THEORY","Solution: Media Player System","7","

---

"
"kotlin","3.4","THEORY","Solution: Smart Home System","7","

---

"
"kotlin","3.4","THEORY","Solution: Plugin System","7","

---

"
"kotlin","3.5","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","3.5","THEORY","Sealed Classes for State Management","7","

---

"
"kotlin","3.5","THEORY","Solution: Product Catalog","7","

---

"
"kotlin","3.5","THEORY","Solution: API Result","7","

---

"
"kotlin","3.5","THEORY","Solution: Task Management","7","

---

"
"kotlin","3.6","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","3.6","EXAMPLE","Real-World Example: Database Manager","7","

---

"
"kotlin","3.6","THEORY","Solution: Logging System","7","

---

"
"kotlin","3.6","THEORY","Solution: Database Factory","7","

---

"
"kotlin","3.6","THEORY","Solution: Cache System","7","

---

"
"kotlin","3.7","THEORY","Introduction","36","**Estimated Time**: 3-4 hours

---

"
"kotlin","4.11","THEORY","Reading Annotations at Runtime","39","

### Finding Annotated Members


---

"
"kotlin","4.12","THEORY","Configuration DSL","46","
Create a type-safe configuration DSL:


---

"
"kotlin","4.12","THEORY","Advanced DSL Pattern: Builder with Validation","7","

---

"
"kotlin","4.13","THEORY","Phase 2: Task Executor with Coroutines (60 minutes)","26","
### Task Executor


---

"
"kotlin","4.13","THEORY","Phase 5: DSL Configuration (60 minutes)","40","
### Task DSL


### Workflow DSL


---

"
"kotlin","4.13","THEORY","Complete Solution: TaskFlow System","49","
Here's the complete integrated solution:


---

"
"kotlin","4.13","THEORY","Testing Your Implementation","7","

---

"
"kotlin","4.6","THEORY","Sample Data","7","

---

"
"kotlin","4.6","THEORY","Step 1: Data Model","44","
First, define your data structures.


---

"
"kotlin","4.6","THEORY","Step 2: CSV Parser","40","
Create a functional CSV parser.


---

"
"kotlin","4.6","THEORY","Step 3: Validation Pipeline","42","
Create data validation functions.


---

"
"kotlin","4.6","THEORY","Complete Solution","42","
Here's the full working solution:


---

"
"kotlin","5.10","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","5.11","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","5.12","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","5.13","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","5.14","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","5.14","THEORY","Integration Testing Endpoints","44","
### Example: Testing Auth Endpoints


---

"
"kotlin","5.14","THEORY","Testing Protected Endpoints","7","

---

"
"kotlin","5.14","THEORY","Testing with Koin","30","
### Test Module Setup


---

"
"kotlin","5.14","THEORY","Solution","7","

---

"
"kotlin","5.15","THEORY","Introduction","36","**Estimated Time**: 4-6 hours

---

"
"kotlin","5.15","EXAMPLE","Example Solution Structure","7","

---

"
"kotlin","5.5","THEORY","? Solution & Explanation","21","

### Testing


---

"
"kotlin","5.7","THEORY","? Solution & Explanation","7","

---

"
"kotlin","5.8","THEORY","?? Complete Project Structure","7","

---

"
"kotlin","5.8","THEORY","? Solution & Explanation","7","

---

"
"kotlin","5.9","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","6.1","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.10","THEORY","Introduction","36","**Estimated Time**: 4-6 hours

---

"
"kotlin","6.10","THEORY","Testing","7","

---

"
"kotlin","6.2","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","6.2","THEORY","Solution 1","7","

---

"
"kotlin","6.2","THEORY","Solution 2","7","

---

"
"kotlin","6.2","THEORY","Solution 3","7","

---

"
"kotlin","6.3","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.3","THEORY","Spacer","50","
Create fixed spacing between composables:


---

"
"kotlin","6.3","THEORY","Solution 1","7","

---

"
"kotlin","6.3","THEORY","Solution 2","7","

---

"
"kotlin","6.3","THEORY","Solution 3","7","

---

"
"kotlin","6.4","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
